serviceLoopAbbrv,vesselCode,vesselName,lloydsNumber,flagCountry,yearBuilt,callSign
CPS,Q43,EVER LEADER,9595503,Singapore,2013,9V9289
CPS,QZ8,EVER LEADING,9595462,United Kingdom,2012,2FRK8
CPS,QCD,EVER LEGACY,9595515,Singapore,2012,9V9290
CPS,QPI,EVER LENIENT,9604146,United Kingdom,2013,2HDF9
CPS,QQI,EVER LIVELY,9604134,Singapore,2013,9V9726
CPS,QTY,EVER LOADING,9629081,United Kingdom,2014,2HDG4
CPS,QJJ,EVER LOTUS,9604122,Panama,2013,3FWH8
CPS,Q8N,EVER LOVELY,9629110,Singapore,2014,9V9793
CPS,QLR,EVER LUCID,9629055,Taiwan,2014,BKIY
CPS,Q3J,EVER LUNAR,9629093,Taiwan,2015,BKKF
CPS,QL3,EVER SMART,9300403,United Kingdom,2005,MLBD9
CPS,SWG,ITAL CONTESSA,9293806,Portugal,2005,CQIB6
AWES,CAM,COSCO AUCKLAND,9484261,Hong Kong,2012,VRKF8
AWES,CBV,COSCO BOSTON,9335173,Panama,2007,3ELF2
AWES,CAV,COSCO JEDDAH,9484352,Hong Kong,2012,VRKX9
AWES,CFA,COSCO PIRAEUS,9484364,Hong Kong,2013,VRLD7
AWES,CFB,COSCO SANTOS,9484376,Hong Kong,2013,VRLO5
AWES,CFE,COSCO VENICE,9484405,Hong Kong,2013,VRME4
AWES,Q5P,GOTTFRIED SCHULTE,9328493,Hong Kong,2006,VRCF5
AWES,RE4,SEATTLE C,9360910,Cyprus,2007,C4XC2
ABX,VTK,ADAMS,9260914,Liberia,2002,D5DR5
ABX,QZZ,AL RIFFA,9525912,Malta,2011,9HA2982
ABX,RJY,AMALTHEA,9397913,Portugal,2009,CQDE
ABX,RXH,AMERICA,9285990,Cyprus,2004,P3XP9
ABX,RKP,ATHENS BRIDGE,9409053,Panama,2009,3FAQ3
ABX,SRC,BEIJING BRIDGE,9292230,Panama,2005,H8FE
ABX,RVA,BOMAR SPRING,9316359,Liberia,2006,A8JY8
ABX,RUT,CMA CGM BELLINI,9280598,Bahamas,2004,9HA4640
ABX,QXF,CMA-CGM BELLINI,999996,Bahamas,2004,C6TH5
ABX,QNZ,CONTI MADRID,9248150,Germany,2003,CQGX
ABX,ROM,CSCL AFRICA,9286011,Hong Kong,2005,VRBI3
ABX,SVW,CSCL JUPITER,9467263,Hong Kong,2011,VRIL4
ABX,QCO,CSCL LIMA,9386005,Hong Kong,2008,VREM7
ABX,RVF,CSCL LONG BEACH,9314258,Hong Kong,2007,VRCZ7
ABX,SVA,CSCL MARS,9467287,Hong Kong,2011,VRJG2
ABX,SVF,CSCL MERCURY,9467275,Hong Kong,2011,VRIQ7
ABX,R69,CSCL NINGBO,9227015HK,Hong Kong,2005,VRBH5.
ABX,QY8,CSCL PANAMA,9385972,Hong Kong,2008,VRDY5
ABX,RFH,CSCL ROTTERDAM,99999996,Marshall Islands,2002,111121
ABX,SVD,CSCL STAR,9466867,Hong Kong,2011,VRHM7
ABX,RON,CSCL TOKYO,9999996,Hong Kong,2008,VRDF8
ABX,ROU,CSCL VANCOUVER,9999996,Hong Kong,2005,VRBH2OLD
ABX,SVE,CSCL VENUS,9467251,Hong Kong,2011,VRIE8
ABX,AYL,FRED,9360269,Cyprus,2007,5BEX4
ABX,Q5E,GROUSE HUNTER,9305635,Liberia,2006,D5KT4
ABX,SL6,HANJIN ROME,9161766,Panama,1998,3FUM5
ABX,RJX,HOBBY HUNTER,9440825,Belgium,2009,ONKF
ABX,QFM,INTERASIA CATALYST,9439711,Singapore,2009,9V7844
ABX,A3P,INTERASIA PROGRESS,9316335,Singapore,2005,9V9662
ABX,CKC,JINYUNHE,9228746,Panama,2000,H3GB
ABX,QUA,KOTA CEMPAKA,9638965,Singapore,2013,9VLP3
ABX,RFA,KOTA LAMBANG,9351036,Singapore,2008,9VFX9
ABX,SS1,KOTA LIMA,9267651,Liberia,2002,D5JI9
ABX,RVV,KOTA PELANGI,9786748,Singapore,2018,9V5296
ABX,AL6,KOTA PERWIRA,9999996,Panama,2000,VRSB3
ABX,SZC,KOTA PUSAKA,9793961,Hong Kong,2019,VRSB2
ABX,RB8,MARIO A,9337377,Turkey,0,TCQX7
ABX,QQE,MONEMVASIA,9138305,Liberia,1998,A8XA3
ABX,ARD,MUNK STRAIT,9305001,Liberia,2004,D5IB5
ABX,XTQ,NAN GANG 6,9999996,China,0,X035
ABX,S02,NORMANDIE BRIDGE,8814598,Liberia,1989,ELJC8
ABX,RR8,NUMBER 9,9340752,Panama,2007,3ESV7
ABX,QBH,NYK SILVIA,9149656,Panama,2009,3FNU3
ABX,QYE,PRIORITY,9250995,Malta,2002,9HA3802
ABX,RXE,PUSAN C,9307229,Cyprus,0,C4NK2
ABX,AWO,SCIO SKY,9232773,Liberia,2002,A8HE4
ABX,ROC,SEASPAN HAMBURG,9224300,Hong Kong,2001,VRBH6
ABX,RNU,SEASPAN NEW YORK,9290115,Hong Kong,2005,VRBH7
ABX,QXE,SONIC,9436484,Marshall Islands,2009,V7MH3
ABX,RGZ,SYNERGY KEELUNG,9450595,Hong Kong,2009,VRFI2
ABX,QS8,UNI-PROSPER,9202247,Taiwan,2001,BKHC
ABX,QVZ,VICTORY VOYAGER,9168245,Panama,1998,3EFO6
ABX,ARV,WAN HAI 503,9294862,Singapore,2004,S6AV2
ABX,RFE,WAN HAI 508,9326419,Singapore,2007,9VJJ6
ABX,QH4,WAN HAI 602,9999996,Singapore,2007,9VKB2
ABX,QM3,XIN CHANG SHU,9304813,China,2005,BPBG
ABX,RYJ,XIN CHI WAN,9304772,China,2004,BPBC
ABX,RT8,XIN CHONG QING,9262118,China,2003,BPBH
ABX,RYI,XIN DA LIAN,9234331,China,2001,BPAO
ABX,QJ3,XIN FU ZHOU,9304796,China,2004,BPBE
ABX,RAC,XIN HAI KOU,9309954,China,2005,BPBQ
ABX,RET,XIN LIANYUNGANG,9999996,China,2003,XXXX
ABX,RZL,XIN LOS ANGELES,9307217,Hong Kong,2006,VRBX6
ABX,RFF,XIN NAN TONG,9262132,China,2003,BPBJ
ABX,RUU,XIN NING BO,9270464,China,2003,BPAS
ABX,Q94,XIN OU ZHOU,9337913,China,2007,BPKB
ABX,QG7,XIN PU DONG,9270440,China,2003,BPAP
ABX,RYK,XIN QIN HUANG DAO,9304784,China,2004,BPBD
ABX,QT6,XIN QIN ZHOU,9523005,China,2012,BPKF
ABX,RYG,XIN QING DAO,9270452,China,2003,BPAR
ABX,RXG,XIN SHANGHAI,9307231,Hong Kong,2006,VRCC6
ABX,RUV,XIN TIAN JIN,9234343,China,2003,BPAQ
ABX,RSS,XIN WU HAN,9328596,China,2008,BPND
ABX,RMC,XIN XIA MEN,9270476,China,2004,BPBB
ABX,RW0,XIN YAN TAI,9304801,China,2005,BPBF
ABX,RUS,XIN YAN TIAN,9234367,China,2004,BPBA
ABX,RXY,XIN YANG ZHOU,9262120,China,2004,BPBI
ABX,RIJ,XIN ZHAN JIANG,9378814,China,2006,BPBW
ABX,Q65,XXXXXX,9402165,Hong Kong, , 
ABX,SRX,YM CYPRESS,9224489,Liberia,2001,A8HD4
ABX,SFO,YM FOUNTAIN,9278090,Liberia,2003,A8EI5
ABX,SKH,YM ORCHID,9198276,Panama,2000,D5OX6
ABX,SFP,YM SUCCESS,9294800,Liberia,2003,A8EI6
ABX,SFL,YM WEALTH,9278088,Liberia,2003,A8EI4
ABX,QT8,ZANTE,9261451,Liberia,2002,A8UY9
ADR,Q8E,ANL TONGALA,9278105,Liberia,2004,A8OK3
ADR,SHD,ATLANTIC CARTIER,8215481,Sweden,1985,SCKB
ADR,RIM,CMA CGM DOLPHIN,9322487,Malta,2007,9HA5638
ADR,SXV,CONTI CHIVALRY,9293791,Portugal,2006,CQIB5
ADR,SVO,CONTI CONQUEST,9293818,Portugal,2005,CQIF4
ADR,SNE,CONTI CORTESIA,9293753,Portugal,2004,CQYJ
ADR,SZK,CONTI COURAGE,9293789,Portugal,2005,CQIH4
ADR,R3S,ELENI T,9397585,Marshall Islands,2009,V7EY9
ADR,RR2,EVER DEVELOP,9142174,Panama,1998,3FLF8
ADR,SCF,EVER DIAMOND,9142186,Panama,1998,3FQS8
ADR,SCP,EVER ENVOY,9241308,United Kingdom,2001,VSQL9
ADR,QF6,EVER ETHIC,9241293,United Kingdom,2002,VQFS4
ADR,QAV,EVER EXCEL,9241322,United Kingdom,2001,VSXV3
ADR,QPI,EVER LENIENT,9604146,United Kingdom,2013,2HDF9
ADR,QGL,EVER LINKING,9629043,United Kingdom,2012,2GLI9
ADR,QJJ,EVER LOTUS,9604122,Panama,2013,3FWH8
ADR,QVS,EVER LOYAL,9604158,China,2013,BKIZ
ADR,QLV,EVER LUCENT,9629067,Singapore,2014,9V9792
ADR,QTE,EVER LUCKY,9604172,Panama,2014,3FAE4
ADR,QJ9,EVER SALUTE,9300477,Singapore,2007,9V2791
ADR,Q01,EVER SHINE,9300386,United Kingdom,0,MJKZ4
ADR,RVS,EVER SIGMA,9300398,United Kingdom,2005,MKKZ7
ADR,QL4,EVER SMILE,9300415,United Kingdom,2005,MLTH5
ADR,QL5,EVER STEADY,9300439,Panama,2006,9V6386
ADR,RH6,EVER SUPERB,9300427,Singapore,2005,9V6256
ADR,SCX,EVER ULTRA,9116577,Panama,1996,3FEJ6
ADR,SEE,EVER UNISON,9116591,Singapore,1996,9V7958
ADR,R98,HATSU CRYSTAL,9293820,Portugal,2005,CQIF2
ADR,SWG,ITAL CONTESSA,9293806,Portugal,2005,CQIB6
ADR,RD0,JACKSON BAY,9322358,Liberia,2007,D5EZ5
ADR,RBV,KILIMANJARO,9318175,Liberia,2006,A8JX3
ADR,STK,KOTA SANTOS,9293765,Portugal,2005,CQIF3
ADR,RTV,PONA,9349875,Liberia,2007,DKBW2
ADR,QL2,SEAMAX NEW HAVEN,9293777,Marshall Islands,2005,V7PT5
ADR,SW1,UNI-ACTIVE,XXXXXXX,Taiwan,0,BKNAA
ADR,SU3,UNI-CONCERT,9012874,Taiwan,1992,BKNN
ADR,SH7,UNI-PROBITY,9202235,Taiwan,2001,BKHB
ADR,SH5,UNI-PROMOTE,9202211,Taiwan,2000,BKJL
ADR,SRG,XIAMEN,9318151,Liberia,2005,5LGA7
AEX1,R1P,AL DAHNA EXPRESS,9708825,Malta,2015,9HA3724
AEX1,Q9U,AL MURABBA,9708837,Marshall Islands,2014,V7HK9
AEX1,R7E,AL MURAYKH,9708863,Malta,2015,9HA3725
AEX1,R6E,AL NEFUD,9708813,Malta,2015,9HA3723
AEX1,R8E,AL ZUBARA,9708875,Malta,2015,9HA3726
AEX1,ANR,BARZAN,9708851,Malta,2014,9HA3727
AEX1,R9E,CSCL ARCTIC OCEAN,9695169,Hong Kong,2015,VROD9
AEX1,QIP,CSCL ATLANTIC OCEAN,9695145,Hong Kong,2015,VROE2
AEX1,Q8W,CSCL GLOBE,9695121,Hong Kong,2014,VRNU2
AEX1,Q7U,CSCL INDIAN OCEAN,9695157,Hong Kong,2015,VROC2
AEX1,Q9L,CSCL PACIFIC OCEAN,9695133,Hong Kong,2014,VRNV5
AEX1,Q8S,LINAH,9708801,Marshall Islands,2014,V7HL6
AEX1,RT2,MAYSSAN,9349526,Bahrain,0,D5ME3
AEX1,QMX,SAKAKA,9152258,Saudi Arabia,1998,HZEO
AEX1,R2P,TIHAMA,9736107,Malta,2016,9HA3852
AEX1,Q49,XIN SHANTOU,653287,China, ,BPBO1
AEX7,QGM,AUSTRAL,9399777,Liberia,2008,A8PX6
AEX7,QF2,CMA CGM ALASKA,9469572,Malta,2011,9HA5189
AEX7,QH9,CMA CGM ANDROMEDA,9410727,Malta,2009,9HA4989
AEX7,SVC,CMA CGM NEVADA,9471408,Malta,2011,9HA3474
AEX7,SVW,CSCL JUPITER,9467263,Hong Kong,2011,VRIL4
AEX7,SVA,CSCL MARS,9467287,Hong Kong,2011,VRJG2
AEX7,SVX,CSCL SATURN,9467299,Hong Kong,2011,VRJS5
AEX7,SVD,CSCL STAR,9466867,Hong Kong,2011,VRHM7
AEX7,R9A,SAJIR,9708784,Marshall Islands,2014,V7HL4
AEX7,Q9W,SALAHUDDIN,9708796,Marshall Islands,0,V7HL5
AEX7,QGN,WINTER D,9898989,Cyprus, ,xxxxxxxxc
AFS,TAE,HANSA GREIFSWALD, 9118501,Malta,1996,9HYX7
AFS,COK,HUAI LAI HE,8321967,China,1985,BOPB
AFS,TBN,KING JACOB,9147215,Portugal,1998,CQIL
AFS,SXD,MEKONG SPIRIT,9118513,Cyprus,1996,C4JS2
AFS,T47,MSC CLAUDIA,9113446,Liberia,1996,D5QH8
AFS,RIC,NORTHERN HAPPINESS,9070759,Liberia,1994,A8KI7
AFS,TBR,PACUL..,9236275,Portugal,2002,CQFV-
AFS,T31,PORT SAID,9082362,Liberia,1994,ELTY2
AFS,RO5,RBD BOREA,9341952,Cyprus,2007,C4WY2
AFS,QRB,VASSILIS A,9356672,Malta,2009,9HA3644
AFS,RIB,XXXXXX,99999996,Marshall Islands,2005, 
AGT,UBL,A.OBELIX,9354674,Malta,2009,9HA3911
AGT,AZX,ALEXANDRA A,9356684,Central African Republic,0,9HA2886
AGT,UEW,AS ANITA,9470961,Liberia,2009,A8TA6
AGT,T30,AS CONSTANTINA,9308390,Portugal,2005,5LDH6
AGT,PI2,AS FATIMA,9437191,Portugal,2008,CQIT9
AGT,R9G,AS ROSALIA,9449845,Portugal,2009,CQIX8
AGT,MRK,ASIATIC ISLAND,9366483,Marshall Islands,2007,9V3933
AGT,UEM,ASTERIX,9365843,Marshall Islands,2008,V7QW6
AGT,UAM,ATLANTIC SOUTH,9414137,Liberia,2007,D5QX3
AGT,UEV,CMA CGM FORT ST LOUIS,9261889,France,2003,FQFL
AGT,UFZ,CONTSHIP JET,9348625,Liberia,2007,D5UX8
AGT,UU1,CONTSHIP SEA,9306213,Liberia,2007,A8MJ4
AGT,PH4,DELPHIS BOTHNIA,9763710,Hong Kong,2016,VRPU4
AGT,PP8,DELPHIS GDANSK,9780653,Hong Kong,2015,VRQJ5
AGT,UEE,DELPHIS RIGA,9780665,Hong Kong,2017,VRQN8
AGT,UFA,DUMMY A,4545454,Germany,0,fdsa5
AGT,PF0,EF EMIRA,9357810,Marshall Islands,2008,V7OR7
AGT,UER,EF EMMA,9357808,Portugal,2007,CQAL7
AGT,UED,HAIAN WEST,9357860,Vietnam,2007,XVJB7
AGT,UY4,KING BASIL,9912345,Malta,2007,9HLM9
AGT,PA1,MOVEON,9237369,Portugal,2001,CQBR
AGT,T47,MSC CLAUDIA,9113446,Liberia,1996,D5QH8
AGT,UH4,OKEE CUNO,9406960,Liberia,2008,D5ZA9
AGT,N08,OOCL KOBE,9329526,Hong Kong,2007,VRCY7
AGT,RQD,PERSEUS,9371414,Germany,0,5BYB2
AGT,USS,SAN AMERIGO,9344693,Liberia,0,A8OK6
AGT,UES,TURKON ISTANBUL,9365831,Turkey,2008,TCA6464
AGT,S71,UNI ASSURE,9130597,Panama,1999,3FHV9
AGT,NVT,X-PRESS NILWALA,9744659,Malta,2015,9HA4103
AWE5,R4J,AKADIMOS,9706308,Malta,2015,9HA5144
AWE5,S9N,APL COLUMBUS,9597525,Singapore,2013,9V9920
AWE5,QZE,APL DANUBE,9674517,Malta,2014,9HA3553
AWE5,NT8,APL DETROIT,9632208,Singapore,2014,9V9925
AWE5,NL4,APL DUBLIN,9601314,Singapore,2012,9V9404
AWE5,NN4,APL GWANGYANG,9461879,Singapore,2011,9V9374
AWE5,NT9,APL HOUSTON,9597537,Singapore,2014,9V9921
AWE5,NV8,APL MEXICO CITY,9632210,Singapore,2014,9V9926
AWE5,NG1,APL MIAMI,9597549,Singapore,2014,9V9922
AWE5,NL8,APL SALALAH,9462029,Singapore,2012,9V9400
AWE5,NQ9,APL SANTIAGO,9597563,Singapore,2014,9V9924
AWE5,PA4,APL SENTOSA,9632040,Malta,0,9HA5180
AWE5,NL9,APL SOUTHAMPTON,9462017,Singapore,2012,9V9399
AWE5,N3M,APL VANCOUVER,9597472,Singapore,2013,9V9915
AWE5,NL7,APL YANGSHAN,9462031,Singapore,2012,9V9401
AWE5,SIJ,BAUHINIA BRIDGE,99999996,Hong Kong,1993,VRZZ5
AWE5,SE3,CHANG JIANG BRIDGE,9043770,Panama,1992,3EZJ9
AWE5,NS8,CMA CGM A. LINCOLN,9780859,Malta,2017,9HA4969
AWE5,MAO,CMA CGM ADONIS,9882528,Malta,2022,9HA5583
AWE5,S8X,CMA CGM AFRICA FOUR,9451965,Bahamas,0,C6YS9
AWE5,QF2,CMA CGM ALASKA,9469572,Malta,2011,9HA5189
AWE5,R6X,CMA CGM ALCAZAR,9335197,Panama,2007,3ENL3
AWE5,QUO,CMA CGM ALEXANDER VON HUMBOLDT,9454448,Malta,2013,9HA5017
AWE5,Q2B,CMA CGM ALMAVIVA,9450648,France,2010,FLSU
AWE5,QXJ,CMA CGM AMERIGO VESPUCCI,9454395,Malta,2010,9HA5406
AWE5,QH9,CMA CGM ANDROMEDA,9410727,Malta,2009,9HA4989
AWE5,M58,CMA CGM APOLLON,9882516,Malta,2021,9HA5560
AWE5,QXD,CMA CGM AQUILA,9410741,Malta,2009,9HA5018
AWE5,NKL,CMA CGM ARGENTINA,9839909,Malta,2019,9HA5066
AWE5,R5G,CMA CGM BIANCA,9436367,Malta,2011,9HA2889
AWE5,NSO,CMA CGM BRAZIL,9860245,Malta,2020,9HA5075
AWE5,Q5A,CMA CGM BUTTERFLY,9365790,Germany,2008,DFPI2
AWE5,QXO,CMA CGM CALLISTO,9410753,Malta,2009,9HA5006
AWE5,QXA,CMA CGM CASSIOPEIA,9410765,Malta,2010,9HA5007
AWE5,R4G,CMA CGM CENDRILLON,9449819,Malta,2009,9HA4971
AWE5,NBM,CMA CGM CHENNAI,9778129,Hong Kong,2018,VRRQ5
AWE5,NOF,CMA CGM CHILE,9839935,Malta,2019,9HA5073
AWE5,QWV,CMA CGM CHRISTOPHE COLOMB,9453559,France,2009,9HA5397
AWE5,NAP,CMA CGM COCHIN,9768007,Hong Kong,2018,VRRQ4
AWE5,QWU,CMA CGM CORTE REAL,9454400,Malta,2010,9HA4987
AWE5,R2G,CMA CGM DALILA,9450624,France,2011,FLSQ
AWE5,QZI,CMA CGM ELBE,9674529,Malta,2014,9HA3731
AWE5,Q1B,CMA CGM FIDELIO,9299642,Malta,2006,9HA5606
AWE5,R9F,CMA CGM FIGARO,9450600,Malta,2010,9HA5577
AWE5,NS9,CMA CGM G. WASHINGTON,9780847,Malta,2017,9HA5003
AWE5,R7W,CMA CGM GANGES,9718117,Malta,2015,9HA5697
AWE5,M22,CMA CGM HERMES,9882499,Malta,2021,9HA5498
AWE5,NT5,CMA CGM HOUSTON,1111,China,0,11111
AWE5,Q6A,CMA CGM IVANHOE,9365805,Germany,2008,DFPJ2
AWE5,N1C,CMA CGM J. ADAMS,9780885,Malta,2017,9HA4999
AWE5,N6V,CMA CGM J. MADISON,9780897,Malta,2018,9HA4975
AWE5,QXK,CMA CGM JULES VERNE,9454450,Malta,2013,9HA5460
AWE5,QWW,CMA CGM LAPEROUSE,9454412,Malta,2010,9HA5377
AWE5,QZR,CMA CGM LEO,9399208,Malta,2009,9HA2057
AWE5,QZQ,CMA CGM LIBRA,9399193,Malta,2008,9HA2021
AWE5,QZB,CMA CGM LOIRE,9674531,Malta,2015,9HA3739
AWE5,QZS,CMA CGM LYRA,9410806,Malta,2011,9HA4972
AWE5,QXL,CMA CGM MAGELLAN,9454424,Malta,2010,9HA4986
AWE5,QWE,CMA CGM MARCO POLO,9454436,Bahamas,2012,C6EK8
AWE5,R73,CMA CGM MEDEA,9299800,France,2006,FMFR
AWE5,NKX,CMA CGM MEXICO,9839911,Malta,2019,9HA5077
AWE5,QXC,CMA CGM MUSCA,9356311,Bahamas,2009,C6EK7
AWE5,QYT,CMA CGM NABUCCO,9299630,Cyprus,2006,5BLX5
AWE5,S7A,CMA CGM NEW JERSEY,9351141,Malta,2008,9HA4998
AWE5,Q7A,CMA CGM NORMA,9299812,Malta,2006,9HA5346
AWE5,Q9A,CMA CGM ORFEO,9364992,Germany,2008,DFPG2
AWE5,M17,CMA CGM OSIRIS,9882504,Malta,2021,9HA5531
AWE5,R3M,CMA CGM OTELLO,9299628,France,2005,FMEJ
AWE5,NKY,CMA CGM PANAMA,9839923,Malta,2019,9HA5074
AWE5,QWX,CMA CGM PEGASUS,9399210,Malta,2010,9HA2126
AWE5,Q8A,CMA CGM PELLEAS,9365788,Germany,2008,DFPH2
AWE5,MHT,CMA CGM PRIDE,9924429,Malta,2022,9HA5650
AWE5,QZD,CMA CGM RHONE,9674543,Malta,2014,9HA3778
AWE5,Q3B,CMA CGM RIGOLETTO,9299654,France,2006,FMHR
AWE5,NV1,CMA CGM T. JEFFERSON,9780861,Malta,2017,9HA4970
AWE5,N9B,CMA CGM T. ROOSEVELT,9780873,United Kingdom,2017,9HA5029
AWE5,QZC,CMA CGM TAGE,9674555,Malta,2014,9HA3777
AWE5,S3A,CMA CGM TARPON,9331012,Malta,2007,9HA5004
AWE5,QXB,CMA CGM THALASSA,9356294,Malta,2008,9HA5230
AWE5,QZJ,CMA CGM THAMES,9674567,Malta,2015,9HA3851
AWE5,Q8B,CMA CGM TIGRIS,9705067,Malta,2014,9HA3801
AWE5,Q4B,CMA CGM TITUS,9450636,France,2011,FLVP
AWE5,NYC,CMA CGM UNITY,9897767,Malta,2021,9HA5479
AWE5,N4B,CMA CGM ZEPHYR,9882487,Malta,2021,9HA5465
AWE5,N3B,EDISON,9463011,United Kingdom,2011,2DXY2
AWE5,SU8,HANJIN COLOMBO,9082960,Liberia,1994,A8JT9
AWE5,SS3,HANJIN GENEVA,9215646,Germany,2000,DHZQ
AWE5,SKP,HANJIN IRENE,9021693,Panama, ,H3QD
AWE5,REF,HANJIN MONACO,9389411,Panama,2009,3EVY5
AWE5,SL7,HANJIN NAGOYA,99999996,Panama,1998,HOET
AWE5,SG4,HANJIN PHOENIX,9232084,Liberia,2002,A8CN9
AWE5,SU5,HANJIN PORTLAND,9021681,Liberia,1993,A8JU2
AWE5,SG3,HANJIN PRAHA,9232072,Liberia,2001,A8CP5
AWE5,ROY,HANJIN PUNTA ARENAS,9110561,Germany,1995,DEIP
AWE5,SL4,HANJIN TAIPEI,9231755,Germany,2002,DFHA
AWE5,SY0,HANJIN VANCOUVER,8820822,Cyprus,1990,P3BS8
AWE5,RI5,HANJIN VENEZIA,9231743,Hong Kong,2001,VRDI6
AWE5,QWJ,HENG HUI2,9999996,China,0,BVLC5
AWE5,B58,HUI GANG TONG 139,9999996,China,0,X112
AWE5,RMM,LOTUS A,9461465,Liberia,2010,D5NZ2
AWE5,UZ6,MSC COLETTE III,9232761,Liberia,2002,V7JL2
AWE5,NAM,NAVIGARE COLLECTOR,9779771,Hong Kong,2018,OXGL2
AWE5,QUT,NORTHERN VIGOUR,9304708,Portugal,2005,CQIZ
AWE5,M11,ONE MUNCHEN,9706750,Panama,0,3FIZ
AWE5,SG6,PHILADELPHIA,9232101,Liberia,2002,A8CN8
AWE5,SG7,PRETORIA,9232113,Liberia,2002,A8CP6
AWE5,LLH,SHUN FENG 338,9999996,China,0,Q082
AWE5,SRM,VIRGINIA BRIDGE,99999996,Panama,2004,HOKP
AWE5,SFM,YM GREAT,9999996,Marshall Islands,2004,XXXYY
AWE5,R07,YM TAICHUNG,9999996,Marshall Islands,2005,XXXXX
AWE5,SIT,YM ZENITH,99999996,Taiwan,1996,BDED
CEM,Q1E,BOX QUEEN,9252096,Liberia,2006,A8ZK6
CEM,QLU,EVER TOP,9665619,Panama,2014,3E4046
CEM,QRE,MOL PROGRESS,9250983,Panama,2002,HOCR
CEM,QRG,MORANTO,9450935,Antigua and Barbuda,2009,V2EN4
CEM,QJD,PONTRESINA,9334521,Liberia,2008,A8OK4
CEM,QPH,THALASSA AVRA,9665633,Panama,2014,9V2232
CEM,QVB,THALASSA AXIA,9667186,Singapore,2014,D5QZ2
CEM,QSZ,THALASSA DOXA,9667174,Liberia,2014,D5QZ4
CEM,QMW,THALASSA ELPIDA,9665621,Liberia,2014,5LBY2
CEM,QGE,THALASSA HELLAS,9665592,Singapore,2013,9V2228
CEM,QSP,THALASSA MANA,9667150,Liberia,2014,D5QY9
CEM,QSO,THALASSA NIKI,9665645,Liberia,2014,5LBJ4
CEM,QJI,THALASSA PATRIS,9665607,Liberia,2013,5LBX9
CEM,QSQ,THALASSA TYHI,9667162,Liberia,2014,D5QZ3
CEM,S1D,TRITON,9728916,Malta,2015,9HA4272
CEM,SU2,UNI-CHART,9012848,Taiwan,1991,BKNK
CEM,SU3,UNI-CONCERT,9012874,Taiwan,1992,BKNN
CESS,QLC,DONG FANG SHUN,9078464,Hong Kong,1993,VRZB8
CESS,SIX,EVER DECENT,9134244,Panama,1997,9V7952
CESS,SEO,EVER DELIGHT,9142162,Panama,1998,3FCB8
CESS,SCR,EVER DIADEM,9134270,Singapore,1998,9V7955
CESS,QF6,EVER ETHIC,9241293,United Kingdom,2002,VQFS4
CESS,Q36,EVER LADEN,9595448,Panama,2012,3FXM3
CESS,QZ7,EVER LASTING,9595450,United Kingdom,2012,2FRK7
CESS,Q14,EVER LAWFUL,9595498,Singapore,2012,9V9288
CESS,QZ8,EVER LEADING,9595462,United Kingdom,2012,2FRK8
CESS,QDM,EVER LEARNED,9604108,United Kingdom,2013,2GNG3
CESS,QCC,EVER LEGEND,9604093,Singapore,2013,9V9724
CESS,QEV,EVER LEGION,9604110,Singapore,2013,9V9725
CESS,QGL,EVER LINKING,9629043,United Kingdom,2012,2GLI9
CESS,QCB,EVER LIVEN,9595527,Taiwan,2013,BKIE
CESS,QCA,EVER LOGIC,9604081,Taiwan,2013,BKIF
CESS,QLV,EVER LUCENT,9629067,Singapore,2014,9V9792
CESS,QLR,EVER LUCID,9629055,Taiwan,2014,BKIY
CESS,RQ7,EVER POWER,9249221,Panama,0,H9VE
CESS,QMQ,EVER RESPECT,9061136,Panama,1995,3FRZ4
CESS,Q01,EVER SHINE,9300386,United Kingdom,0,MJKZ4
CESS,QL5,EVER STEADY,9300439,Panama,2006,9V6386
CESS,SCX,EVER ULTRA,9116577,Panama,1996,3FEJ6
CESS,RRI,EVER ULYSSES,9196955,Singapore,2000,9V7962
CESS,SEE,EVER UNISON,9116591,Singapore,1996,9V7958
CESS,SBV,EVER URBAN,9169160,Panama,1999,3FXN9
CESS,SF3,FOLEGANDROS,9247560,Liberia,2001,A8VC7
CESS,RTI,HANJIN CHINA,9408865,Panama,2011,3EZD6
CESS,R98,HATSU CRYSTAL,9293820,Portugal,2005,CQIF2
CESS,SWG,ITAL CONTESSA,9293806,Portugal,2005,CQIB6
CESS,Q09,ITAL USODIMARE,9196979,Italy,2000,IBPO
CESS,RHA,KANG PING,9517252,Hong Kong,2008,VREC9
CESS,STK,KOTA SANTOS,9293765,Portugal,2005,CQIF3
CESS,RZM,LEO PERDANA,9363390,Panama,2007,3ENH8
CESS,SU2,UNI-CHART,9012848,Taiwan,1991,BKNK
CESS,SU1,UNI-CORONA,9012850,Taiwan,1992,BKNL
CESS,SR3,UNI-PATRIOT,9202168,Panama,1999,3FCF9
CESS,QS8,UNI-PROSPER,9202247,Taiwan,2001,BKHC
ESE,S9L,ARGENTINO II,9262871,Argentina,2002,LW3131
ESE,TBM,AS CASPRIA,9399753,Liberia,2008,A8OU5
ESE,RSM,BOSUN,9228540,Antigua and Barbuda,2001,V2OH6
ESE,QMC,CAP BEATRICE,9275062,Liberia,0,A8EG9
ESE,N8G,CAP SAN ANTONIO,9622241,Liberia,2014,OXCQ2
ESE,N9H,CAP SAN ARTEMISSIO,9633939,Panama,2014,3EQA4
