serviceLoopAbbrv,vesselCode,vesselName,lloydsNumber,flagCountry,yearBuilt,callSign
AWE1,SU9,HANJIN SAN FRANCISCO,9131058,South Korea, ,DSEM7
AWE1,SH1,HANJIN SHANGHAI,9088251,Panama,1995,3FPA7
AWE1,SU6,HANJIN TOKYO,99999999,Panama, , 
AWE1,SM3,HANJIN VALENCIA,99999996,Panama,1997,3FSR7
AWE1,SY0,HANJIN VANCOUVER,8820822,Cyprus,1990,P3BS8
AWE1,RVM,HANJIN VERACRUZ,9515606,Panama, ,3FCN3
AWE1,SH3,HANJIN WILMINGTON,9142473,Panama,1997,3FTD
AWE1,SK6,IBN SINA,9056088,Germany, ,DDSK
AWE1,Q09,ITAL USODIMARE,9196979,Italy,2000,IBPO
AWE1,SK8,LONDON SENATOR,9999996,Germany, ,aaaa
AWE1,STG,NAVIOS UTMOST,9302621,Liberia,2006,A8HZ5
AWE1,R9I,NORTHERN JUPITER,9466984,Portugal,2010,CQGP
AWE1,SL9,PENANG SENATOR,99999996,Germany,1997, 
AWE1,SG6,PHILADELPHIA,9232101,Liberia,2002,A8CN8
AWE1,N3G,PRESIDENT FD ROOSEVELT,9400069,Malta,2010,9HA4648
AWE1,S70,PRESIDENT WILSON,9218686,United States,2002,WDG8555
AWE1,SG7,PRETORIA,9232113,Liberia,2002,A8CP6
AWE1,SM6,PUDONG SENATOR,9141261,Germany,1997,DQVI
AWE1,NS3,SEAMAX GREENWICH,9286267,Marshall Islands,2004,V7ER3
AWE1,S6H,SEASPAN EFFICIENCY,9251365,CHINA,2003,VRML5
AWE1,S5N,SEROJA TIGA,9999996,Panama,2010,XXXXX
AWE1,126,TBN16(AWE1),9999996,Hong Kong,0,xxxxx
AWE1,138,TBN28,XXXXX,Hong Kong,0,XXXXX
AWE1,TB2,TO BE ADVISED 2(AWE1),9999996,Malaysia,0, 
AWE1,101,TO BE ADVISED(GEM),9999996,Hong Kong,0,xxxxx
AWE1,AGF,UNI-ACTIVE,9130547,Taiwan,0,BKNR
AWE1,SH5,UNI-PROMOTE,9202211,Taiwan,2000,BKJL
AWE1,ALG,VIRA BHUM,9293246,Thailand,2005,HSGG2
AWE1,SM9,YOKOHAMA SENATOR,9147095,Liberia, ,ELWD5
